title,location,startTime,endTime,grade,suggestion
Lunch,Cafeteria,2023-06-13 13:59:00,2023-06-13 14:59:00,0,0
Playing Games,Home,2023-12-26 21:11:00,2023-12-26 00:11:00,5,1
Lunch,Home,2023-11-28 09:29:00,2023-11-28 12:29:00,0,0
Reading,Home,2023-11-07 19:07:00,2023-11-07 21:07:00,3,1
Playing Games,Home,2023-03-24 10:52:00,2023-03-24 11:52:00,4,1
Project Work,Office,2023-07-23 16:23:00,2023-07-23 17:23:00,0,0
Lunch,Office,2023-06-29 07:48:00,2023-06-29 11:48:00,0,0
Napping,Home,2023-06-12 15:40:00,2023-06-12 16:40:00,5,1
Study,Office,2023-03-22 10:21:00,2023-03-22 11:21:00,0,0
Sleeping,Home,2023-01-29 23:26:00,2023-01-29 08:26:00,5,1
Study,Office,2023-12-24 07:17:00,2023-12-24 08:17:00,0,0
Exercising,Park,2023-01-09 17:17:00,2023-01-09 19:17:00,5,1
Exercising,Park,2023-05-26 10:39:00,2023-05-26 11:39:00,3,1
Lunch,Home,2023-08-29 16:29:00,2023-08-29 17:29:00,0,0
Shopping,Market,2023-08-25 10:07:00,2023-08-25 13:07:00,0,0
Exercising,Gym,2023-08-09 07:34:00,2023-08-09 11:34:00,5,1
Napping,Home,2023-06-03 14:26:00,2023-06-03 15:26:00,3,1
Lunch,Office,2023-12-17 11:06:00,2023-12-17 12:06:00,0,0
Project Work,Home,2023-05-04 07:17:00,2023-05-04 09:17:00,0,0
Work,Library,2023-04-12 14:54:00,2023-04-12 21:54:00,0,0
Project Work,Library,2023-07-07 12:37:00,2023-07-07 13:37:00,0,0
Study,Office,2023-03-01 14:27:00,2023-03-01 17:27:00,0,0
Napping,Home,2023-07-06 15:14:00,2023-07-06 16:14:00,4,1
Work,Office,2023-10-02 13:31:00,2023-10-02 21:31:00,0,0
Exercising,Park,2023-01-13 15:56:00,2023-01-13 17:56:00,5,1
Napping,Home,2023-10-11 15:28:00,2023-10-11 17:28:00,4,1
Lunch,Home,2023-01-11 09:58:00,2023-01-11 11:58:00,0,0
Dinner,Cafeteria,2023-09-30 21:17:00,2023-09-30 22:17:00,0,0
Lunch,Cafeteria,2023-10-11 19:47:00,2023-10-11 21:47:00,0,0
Lunch,Home,2023-05-05 07:08:00,2023-05-05 09:08:00,0,0
Dinner,Cafeteria,2023-09-20 18:55:00,2023-09-20 19:55:00,0,0
Playing Games,Home,2023-01-01 19:07:00,2023-01-01 22:07:00,4,1
Lunch,Cafeteria,2023-01-08 19:32:00,2023-01-08 23:32:00,0,0
Shopping,Market,2023-06-03 11:43:00,2023-06-03 15:43:00,0,0
Project Work,Library,2023-03-09 18:29:00,2023-03-09 19:29:00,0,0
Work,Library,2023-11-12 15:00:00,2023-11-12 23:00:00,0,0
Playing Games,Home,2023-09-06 11:45:00,2023-09-06 14:45:00,4,1
Watching TV,Home,2023-08-02 19:13:00,2023-08-02 20:13:00,5,1
Reading,Park,2023-04-24 12:47:00,2023-04-24 14:47:00,5,1
Reading,Park,2023-09-04 20:39:00,2023-09-04 00:39:00,4,1
Watching TV,Home,2023-07-20 09:04:00,2023-07-20 13:04:00,5,1
Reading,Home,2023-04-22 21:12:00,2023-04-22 01:12:00,4,1
Playing Games,Home,2023-06-16 16:55:00,2023-06-16 17:55:00,5,1
Work,Library,2023-06-14 12:48:00,2023-06-14 18:48:00,0,0
Lunch,Office,2023-03-10 11:41:00,2023-03-10 15:41:00,0,0
Study,Library,2023-04-02 11:16:00,2023-04-02 15:16:00,0,0
Reading,Home,2023-09-27 09:37:00,2023-09-27 12:37:00,3,1
Meeting,Library,2023-05-22 21:53:00,2023-05-22 23:53:00,0,0
Work,Home,2023-11-25 10:48:00,2023-11-25 16:48:00,0,0
Work,Library,2023-05-15 07:49:00,2023-05-15 16:49:00,0,0
Dinner,Cafeteria,2023-12-17 16:09:00,2023-12-17 20:09:00,0,0
Napping,Home,2023-05-21 14:33:00,2023-05-21 15:33:00,4,1
Reading,Library,2023-04-09 07:49:00,2023-04-09 10:49:00,4,1
Sleeping,Home,2023-08-21 21:06:00,2023-08-21 03:06:00,4,1
Meeting,Library,2023-01-17 19:51:00,2023-01-17 22:51:00,0,0
Napping,Home,2023-09-19 14:35:00,2023-09-19 15:35:00,3,1
Exercising,Park,2023-02-10 13:36:00,2023-02-10 15:36:00,4,1
Napping,Home,2023-07-01 14:50:00,2023-07-01 16:50:00,4,1
Reading,Home,2023-10-06 10:38:00,2023-10-06 11:38:00,3,1
Lunch,Cafeteria,2023-12-24 19:35:00,2023-12-24 20:35:00,0,0
Work,Library,2023-01-24 10:56:00,2023-01-24 17:56:00,0,0
Watching TV,Home,2023-09-09 08:03:00,2023-09-09 11:03:00,3,1
Sleeping,Home,2023-08-24 22:27:00,2023-08-24 06:27:00,5,1
Dinner,Home,2023-07-07 10:33:00,2023-07-07 13:33:00,0,0
Lunch,Office,2023-02-04 12:51:00,2023-02-04 14:51:00,0,0
Sleeping,Home,2023-12-11 23:27:00,2023-12-11 07:27:00,4,1
Dinner,Home,2023-03-18 11:56:00,2023-03-18 12:56:00,0,0
Playing Games,Home,2023-01-18 12:39:00,2023-01-18 13:39:00,3,1
Project Work,Library,2023-04-06 17:10:00,2023-04-06 20:10:00,0,0
Watching TV,Home,2023-02-18 20:49:00,2023-02-18 23:49:00,3,1
Exercising,Gym,2023-10-21 20:58:00,2023-10-21 21:58:00,3,1
Study,Office,2023-01-01 15:50:00,2023-01-01 17:50:00,0,0
Napping,Home,2023-04-24 14:00:00,2023-04-24 16:00:00,3,1
Work,Library,2023-12-31 11:34:00,2023-12-31 18:34:00,0,0
Meeting,Office,2023-01-05 18:13:00,2023-01-05 21:13:00,0,0
Dinner,Home,2023-04-06 08:59:00,2023-04-06 10:59:00,0,0
Exercising,Home,2023-05-08 09:02:00,2023-05-08 11:02:00,5,1
Dinner,Cafeteria,2023-01-11 10:52:00,2023-01-11 14:52:00,0,0
Playing Games,Park,2023-10-13 17:12:00,2023-10-13 21:12:00,5,1
Watching TV,Home,2023-12-20 21:39:00,2023-12-20 00:39:00,3,1
Exercising,Gym,2023-12-28 12:13:00,2023-12-28 13:13:00,4,1
Shopping,Market,2023-08-29 08:26:00,2023-08-29 09:26:00,0,0
Playing Games,Park,2023-01-14 10:12:00,2023-01-14 11:12:00,4,1
Reading,Park,2023-10-03 08:00:00,2023-10-03 12:00:00,5,1
Watching TV,Home,2023-02-11 08:36:00,2023-02-11 12:36:00,3,1
Reading,Library,2023-07-24 17:42:00,2023-07-24 18:42:00,5,1
Sleeping,Home,2023-02-21 21:28:00,2023-02-21 05:28:00,3,1
Lunch,Cafeteria,2023-04-18 17:02:00,2023-04-18 18:02:00,0,0
Project Work,Office,2023-05-25 19:01:00,2023-05-25 22:01:00,0,0
Study,Library,2023-08-31 20:19:00,2023-08-31 22:19:00,0,0
Napping,Home,2023-01-15 15:17:00,2023-01-15 16:17:00,4,1
Shopping,Market,2023-06-14 11:07:00,2023-06-14 15:07:00,0,0
Shopping,Market,2023-04-25 12:06:00,2023-04-25 15:06:00,0,0
Reading,Library,2023-05-13 16:15:00,2023-05-13 19:15:00,5,1
Watching TV,Home,2023-10-31 09:29:00,2023-10-31 11:29:00,3,1
Shopping,Market,2023-11-02 12:42:00,2023-11-02 13:42:00,0,0
Watching TV,Home,2023-09-12 09:02:00,2023-09-12 11:02:00,5,1
Project Work,Home,2023-10-28 20:17:00,2023-10-28 22:17:00,0,0
Sleeping,Home,2023-03-11 21:19:00,2023-03-11 03:19:00,5,1
Watching TV,Home,2023-12-27 07:23:00,2023-12-27 10:23:00,4,1
Dinner,Cafeteria,2023-09-30 19:35:00,2023-09-30 21:35:00,0,0
Work,Library,2023-09-30 15:02:00,2023-09-30 21:02:00,0,0
Study,Library,2023-09-24 11:03:00,2023-09-24 14:03:00,0,0
Exercising,Home,2023-01-06 08:44:00,2023-01-06 11:44:00,3,1
Napping,Home,2023-03-09 14:42:00,2023-03-09 15:42:00,4,1
Playing Games,Home,2023-06-16 17:37:00,2023-06-16 21:37:00,5,1
Lunch,Office,2023-10-02 17:40:00,2023-10-02 21:40:00,0,0
Work,Office,2023-04-05 11:51:00,2023-04-05 17:51:00,0,0
Napping,Home,2023-10-15 14:37:00,2023-10-15 16:37:00,4,1
Sleeping,Home,2023-02-17 23:07:00,2023-02-17 05:07:00,3,1
Study,Home,2023-10-05 15:24:00,2023-10-05 16:24:00,0,0
Lunch,Home,2023-02-25 17:19:00,2023-02-25 20:19:00,0,0
Watching TV,Home,2023-11-27 20:39:00,2023-11-27 22:39:00,3,1
Sleeping,Home,2023-04-19 21:37:00,2023-04-19 05:37:00,5,1
Project Work,Office,2023-02-01 14:18:00,2023-02-01 17:18:00,0,0
Study,Home,2023-03-25 14:24:00,2023-03-25 18:24:00,0,0
Napping,Home,2023-03-08 14:44:00,2023-03-08 16:44:00,3,1
Napping,Home,2023-05-28 15:52:00,2023-05-28 17:52:00,5,1
Playing Games,Home,2023-06-09 15:47:00,2023-06-09 16:47:00,4,1
Napping,Home,2023-10-03 14:36:00,2023-10-03 16:36:00,4,1
Lunch,Cafeteria,2023-10-23 17:16:00,2023-10-23 21:16:00,0,0
Meeting,Office,2023-03-03 11:26:00,2023-03-03 15:26:00,0,0
Shopping,Market,2023-04-08 15:16:00,2023-04-08 19:16:00,0,0
Study,Office,2023-09-02 21:32:00,2023-09-02 01:32:00,0,0
Watching TV,Home,2023-08-25 21:20:00,2023-08-25 00:20:00,5,1
Dinner,Home,2023-08-11 14:15:00,2023-08-11 17:15:00,0,0
Playing Games,Park,2023-05-03 19:19:00,2023-05-03 22:19:00,3,1
Watching TV,Home,2023-07-10 14:55:00,2023-07-10 18:55:00,4,1
Lunch,Home,2023-07-24 09:27:00,2023-07-24 10:27:00,0,0
Meeting,Library,2023-03-22 20:34:00,2023-03-22 21:34:00,0,0
Study,Library,2023-05-15 08:23:00,2023-05-15 11:23:00,0,0
Watching TV,Home,2023-10-29 18:13:00,2023-10-29 19:13:00,5,1
Sleeping,Home,2023-06-08 21:23:00,2023-06-08 03:23:00,4,1
Meeting,Library,2023-03-18 21:05:00,2023-03-18 23:05:00,0,0
Meeting,Office,2023-07-01 16:39:00,2023-07-01 19:39:00,0,0
Playing Games,Park,2023-04-01 08:49:00,2023-04-01 09:49:00,3,1
Playing Games,Home,2023-05-15 09:28:00,2023-05-15 11:28:00,5,1
Reading,Library,2023-05-01 11:01:00,2023-05-01 14:01:00,5,1
Project Work,Home,2023-05-11 11:21:00,2023-05-11 12:21:00,0,0
Dinner,Cafeteria,2023-06-04 15:50:00,2023-06-04 19:50:00,0,0
Reading,Park,2023-08-27 08:54:00,2023-08-27 11:54:00,5,1
Meeting,Office,2023-10-09 10:48:00,2023-10-09 14:48:00,0,0
Playing Games,Park,2023-01-14 10:25:00,2023-01-14 14:25:00,5,1
Exercising,Gym,2023-08-08 12:01:00,2023-08-08 16:01:00,5,1
Lunch,Cafeteria,2023-03-04 10:07:00,2023-03-04 11:07:00,0,0
Meeting,Library,2023-02-27 08:01:00,2023-02-27 12:01:00,0,0
Study,Office,2023-10-21 14:25:00,2023-10-21 17:25:00,0,0
Shopping,Market,2023-04-18 11:13:00,2023-04-18 13:13:00,0,0
Watching TV,Home,2023-11-22 19:50:00,2023-11-22 22:50:00,5,1
Study,Library,2023-11-02 18:32:00,2023-11-02 19:32:00,0,0
Napping,Home,2023-01-26 15:19:00,2023-01-26 16:19:00,4,1
Reading,Park,2023-09-26 09:45:00,2023-09-26 12:45:00,4,1
Shopping,Market,2023-02-22 11:16:00,2023-02-22 12:16:00,0,0
Sleeping,Home,2023-11-23 21:42:00,2023-11-23 05:42:00,3,1
Shopping,Market,2023-09-11 16:43:00,2023-09-11 17:43:00,0,0
Shopping,Market,2023-03-15 10:08:00,2023-03-15 14:08:00,0,0
Work,Library,2023-03-14 10:46:00,2023-03-14 19:46:00,0,0
Exercising,Gym,2023-05-25 07:52:00,2023-05-25 09:52:00,5,1
Study,Office,2023-12-18 11:32:00,2023-12-18 14:32:00,0,0
Watching TV,Home,2023-12-17 09:43:00,2023-12-17 13:43:00,5,1
Sleeping,Home,2023-09-12 22:21:00,2023-09-12 04:21:00,3,1
Reading,Home,2023-08-18 15:02:00,2023-08-18 18:02:00,4,1
Project Work,Office,2023-10-22 20:07:00,2023-10-22 23:07:00,0,0
Reading,Park,2023-06-26 19:11:00,2023-06-26 20:11:00,4,1
Shopping,Market,2023-07-08 10:28:00,2023-07-08 11:28:00,0,0
Study,Office,2023-01-07 13:31:00,2023-01-07 14:31:00,0,0
Project Work,Library,2023-04-30 08:16:00,2023-04-30 11:16:00,0,0
Exercising,Gym,2023-01-02 09:18:00,2023-01-02 13:18:00,5,1
Work,Library,2023-07-11 12:47:00,2023-07-11 19:47:00,0,0
Project Work,Home,2023-07-13 12:33:00,2023-07-13 16:33:00,0,0
Study,Home,2023-05-06 17:02:00,2023-05-06 21:02:00,0,0
Lunch,Home,2023-10-05 18:40:00,2023-10-05 20:40:00,0,0
Exercising,Park,2023-10-30 14:19:00,2023-10-30 15:19:00,5,1
Watching TV,Home,2023-09-14 14:44:00,2023-09-14 15:44:00,5,1
Sleeping,Home,2023-08-03 22:35:00,2023-08-03 07:35:00,4,1
Study,Office,2023-06-14 08:48:00,2023-06-14 12:48:00,0,0
Napping,Home,2023-06-04 15:16:00,2023-06-04 16:16:00,4,1
Meeting,Office,2023-05-29 15:24:00,2023-05-29 18:24:00,0,0
Project Work,Home,2023-12-07 17:05:00,2023-12-07 21:05:00,0,0
Dinner,Cafeteria,2023-08-20 10:58:00,2023-08-20 11:58:00,0,0
Lunch,Office,2023-02-04 20:42:00,2023-02-04 23:42:00,0,0
Work,Library,2023-08-30 10:17:00,2023-08-30 19:17:00,0,0
Shopping,Market,2023-03-03 20:32:00,2023-03-03 23:32:00,0,0
Napping,Home,2023-06-05 14:22:00,2023-06-05 16:22:00,5,1
Project Work,Office,2023-08-17 08:38:00,2023-08-17 09:38:00,0,0
Napping,Home,2023-03-15 15:05:00,2023-03-15 16:05:00,3,1
Napping,Home,2023-11-25 14:42:00,2023-11-25 15:42:00,4,1
Playing Games,Home,2023-02-22 14:16:00,2023-02-22 16:16:00,4,1
Lunch,Home,2023-03-26 18:17:00,2023-03-26 19:17:00,0,0
Meeting,Office,2023-11-15 11:25:00,2023-11-15 13:25:00,0,0
Study,Home,2023-02-18 21:45:00,2023-02-18 00:45:00,0,0
Reading,Park,2023-10-27 20:53:00,2023-10-27 23:53:00,3,1
Meeting,Library,2023-05-22 08:29:00,2023-05-22 10:29:00,0,0
Study,Office,2023-09-23 13:28:00,2023-09-23 17:28:00,0,0
Watching TV,Home,2023-06-05 17:05:00,2023-06-05 21:05:00,4,1
Playing Games,Park,2023-04-01 11:36:00,2023-04-01 15:36:00,4,1
Lunch,Cafeteria,2023-02-04 11:55:00,2023-02-04 12:55:00,0,0
Work,Office,2023-11-23 09:50:00,2023-11-23 18:50:00,0,0
Project Work,Office,2023-02-07 13:53:00,2023-02-07 14:53:00,0,0
Sleeping,Home,2023-01-07 23:43:00,2023-01-07 05:43:00,5,1
Napping,Home,2023-11-11 15:30:00,2023-11-11 17:30:00,3,1
Exercising,Gym,2023-03-27 18:14:00,2023-03-27 21:14:00,4,1
Dinner,Home,2023-01-04 10:48:00,2023-01-04 12:48:00,0,0
Reading,Park,2023-03-17 15:56:00,2023-03-17 19:56:00,5,1
Exercising,Park,2023-08-23 08:40:00,2023-08-23 10:40:00,4,1
Exercising,Gym,2023-09-25 14:05:00,2023-09-25 18:05:00,4,1
Watching TV,Home,2023-03-20 14:41:00,2023-03-20 16:41:00,5,1
Work,Office,2023-07-31 11:32:00,2023-07-31 17:32:00,0,0
Meeting,Office,2023-10-10 14:14:00,2023-10-10 18:14:00,0,0
Sleeping,Home,2023-12-30 23:29:00,2023-12-30 06:29:00,4,1
Shopping,Market,2023-09-13 10:25:00,2023-09-13 14:25:00,0,0
Lunch,Cafeteria,2023-03-22 12:04:00,2023-03-22 14:04:00,0,0
Reading,Park,2023-06-13 07:59:00,2023-06-13 10:59:00,5,1
Study,Library,2023-02-22 17:20:00,2023-02-22 19:20:00,0,0
Playing Games,Park,2023-03-22 12:58:00,2023-03-22 14:58:00,4,1
Watching TV,Home,2023-07-08 15:17:00,2023-07-08 17:17:00,3,1
Playing Games,Home,2023-04-10 11:56:00,2023-04-10 12:56:00,4,1
Exercising,Park,2023-05-08 07:49:00,2023-05-08 08:49:00,3,1
Meeting,Office,2023-06-04 08:08:00,2023-06-04 11:08:00,0,0
Work,Office,2023-02-21 16:36:00,2023-02-21 23:36:00,0,0
Study,Library,2023-12-02 21:09:00,2023-12-02 01:09:00,0,0
Sleeping,Home,2023-10-11 21:48:00,2023-10-11 06:48:00,5,1
Project Work,Library,2023-05-13 10:32:00,2023-05-13 13:32:00,0,0
Study,Office,2023-12-25 21:23:00,2023-12-25 23:23:00,0,0
Work,Office,2023-08-02 07:56:00,2023-08-02 16:56:00,0,0
Work,Home,2023-04-14 08:50:00,2023-04-14 15:50:00,0,0
Exercising,Park,2023-08-30 21:44:00,2023-08-30 00:44:00,3,1
Study,Library,2023-10-07 15:37:00,2023-10-07 19:37:00,0,0
Shopping,Market,2023-12-30 15:02:00,2023-12-30 17:02:00,0,0
Dinner,Cafeteria,2023-04-18 08:15:00,2023-04-18 10:15:00,0,0
Lunch,Office,2023-01-23 10:21:00,2023-01-23 14:21:00,0,0
Dinner,Cafeteria,2023-12-15 07:50:00,2023-12-15 10:50:00,0,0
Sleeping,Home,2023-02-13 22:37:00,2023-02-13 07:37:00,5,1
Project Work,Library,2023-01-07 15:22:00,2023-01-07 19:22:00,0,0
Reading,Library,2023-07-25 09:07:00,2023-07-25 11:07:00,4,1
Reading,Home,2023-05-26 14:49:00,2023-05-26 17:49:00,5,1
Napping,Home,2023-05-06 14:56:00,2023-05-06 16:56:00,4,1
Napping,Home,2023-10-02 14:45:00,2023-10-02 16:45:00,3,1
Dinner,Cafeteria,2023-08-29 16:26:00,2023-08-29 20:26:00,0,0
Lunch,Cafeteria,2023-05-11 19:51:00,2023-05-11 22:51:00,0,0
Work,Office,2023-01-28 10:14:00,2023-01-28 17:14:00,0,0
Napping,Home,2023-08-24 14:57:00,2023-08-24 15:57:00,5,1
Shopping,Market,2023-07-27 07:27:00,2023-07-27 11:27:00,0,0
Study,Home,2023-02-21 11:38:00,2023-02-21 15:38:00,0,0
Lunch,Office,2023-08-04 11:44:00,2023-08-04 13:44:00,0,0
Napping,Home,2023-11-16 15:18:00,2023-11-16 16:18:00,5,1
Work,Home,2023-06-08 10:49:00,2023-06-08 18:49:00,0,0
Exercising,Park,2023-01-14 08:18:00,2023-01-14 09:18:00,4,1
Playing Games,Park,2023-12-15 19:47:00,2023-12-15 22:47:00,3,1
Study,Library,2023-08-31 18:39:00,2023-08-31 22:39:00,0,0
Meeting,Office,2023-06-24 09:07:00,2023-06-24 10:07:00,0,0
Playing Games,Park,2023-06-23 21:45:00,2023-06-23 22:45:00,3,1
Exercising,Gym,2023-04-08 07:01:00,2023-04-08 11:01:00,5,1
Watching TV,Home,2023-09-18 15:16:00,2023-09-18 19:16:00,3,1
Playing Games,Park,2023-05-19 20:27:00,2023-05-19 21:27:00,5,1
Exercising,Gym,2023-03-05 12:50:00,2023-03-05 15:50:00,5,1
Watching TV,Home,2023-10-02 15:48:00,2023-10-02 16:48:00,5,1
Lunch,Office,2023-07-20 19:04:00,2023-07-20 21:04:00,0,0
Project Work,Office,2023-04-30 07:51:00,2023-04-30 08:51:00,0,0
Exercising,Park,2023-11-11 21:40:00,2023-11-11 23:40:00,4,1
Napping,Home,2023-07-21 14:49:00,2023-07-21 16:49:00,4,1
Watching TV,Home,2023-08-27 17:27:00,2023-08-27 18:27:00,5,1
Meeting,Library,2023-01-13 21:38:00,2023-01-13 01:38:00,0,0
Work,Office,2023-06-07 11:22:00,2023-06-07 18:22:00,0,0
Playing Games,Park,2023-03-20 20:14:00,2023-03-20 00:14:00,4,1
Reading,Park,2023-12-27 17:25:00,2023-12-27 21:25:00,5,1
